"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZAJ2AN97","journalArticle","2011","Palenchar, Joseph","New Tablets Add Fizz To Market","TWICE: This Week in Consumer Electronics","","","","http://search.ebscohost.com/login.aspx?direct=true&db=bth&AN=70501607&site=ehost-live&scope=site","The article offers brief information on several tablet computers which are expected to be attractive alternatives to Apple Inc.'s iPad and reports on the results of a survey which revealed that consumers are interested in buying cheap tablet computers.","2011","2024-09-24 17:53:57","2024-09-24 17:53:57","","6-38","","23","26","","","","","","","","","","","","","","","","","","","","","CONSUMERS – Attitudes; MARKET surveys; TABLET computers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EN2UC3AH","journalArticle","0000","Ofiesh, Nicole S. 1; Rojas, Colleen M. 2; Ward, Robin A. 2","Universal Design and the Assessment of Student Learning in Higher Education: Promoting Thoughtful Assessment","Journal of Postsecondary Education & Disability","","","","http://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,url,uid&db=eue&AN=25540213&site=ehost-live&scope=site","Universal design, applied to instructional delivery systems, can be a powerful way to promote greater access to information for a wide range of students. However, the assessment of this information is of equal importance. This article provides a brief review of current assessment practice in postsecondary settings, and explains how universally designed assessments can help to promote a more accurate representation of student learning. Basic recommendations are provided to help faculty who are interested in universally designed assessment. ABSTRACT FROM AUTHOR]","0000","2024-09-24 17:53:57","2024-09-24 17:53:57","","173-181","","2","19","","","","","","","","","","","","","","","","","","","","","College teachers; Universal design; Instructional systems design; Postsecondary education; Access to Information; College Students; Educational tests & measurements","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZJFPN3V","journalArticle","2007","Mu, Cuiying","Marketing academic library resources and information services to international students from Asia","Reference Services Review","","","","http://search.ebscohost.com/login.aspx?direct=true&db=lxh&AN=28810159&site=ehost-live&scope=site","Purpose – The purpose of this paper is to suggest strategies for marketing academic library resources and information services to Asian international students. Compared with those from a Western culture, those students are not as knowledgeable about the library resources and information services in an academic setting. Design/methodology/approach – The paper describes the strategies for marketing academic library, resources and information services to Asian international students and the challenges faced by reference librarians dealing with Asian international students. It looks also at what information literacy programs and activities are suitable to accommodate the information needs of Asian international students and what teaching methodology should be used. The paper draws upon the author's personal experiences and observations as an International Students Information Librarian who works closely with international student. Surveys were used to find out whether Asian international students had experiences of using academic libraries; and whether they are aware of the services and resources available for their study in a Western academic setting. Findings – Academic libraries need to market their services and resources proactively to Asian international students who are not familiar with the services and resources in a Western academic library. Reference librarians need to consider these learners' characteristics, language proficiency, learning styles and their subjects of interests so that the teaching methodology and examples used are effective with these students. Originality/value – The paper adds value to the body of literature on information literacy programs and information services for international students, who are totally alien to the Western academic environment. [ABSTRACT FROM AUTHOR]; Copyright of Reference Services Review is the property of Emerald Group Publishing Limited and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2007","2024-09-24 17:53:57","2024-09-24 17:53:57","","571-583","","4","35","","","","","","","","","","","","","","","","","","","","","INFORMATION literacy; ACADEMIC libraries; ACADEMIC libraries – Reference services; ASIANS; CROSS-cultural differences; FOREIGN students; Information facilities; INFORMATION services; LIBRARIES – Marketing; LIBRARY orientation for students; LIBRARY public services; LIMITED English-proficient students; MARKETING strategy; Overseas students; public services; UNIVERSITIES & colleges","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RNKGK6Q","journalArticle","1987","Muroi, L.; White, P.","Library research guide for international students","Report No: ED 286 524","","","","http://search.ebscohost.com/login.aspx?direct=true&db=lxh&AN=ISTA2301202&site=ehost-live&scope=site","Created especially for international students entering San Diego State University (California), this library research guide introduces basic library materials and search techniques. The guide presents a step-by-step approach using examples, illustrations, and maps, to cover the following topics: (1) introductions to San Diego State University and its library; (2) choosing and focusing on a topic; (3) locating background information; (4) using the Library of Congress Classification System; (5) finding books and articles; (6) defining government publications; (7) evaluating the information found; and (8) using style manuals. Two appendices provide samples of four types of information available on education in Japan and a glossary of basic library terminology in Chinese, Japanese, Arabic, Spanish, and English.","1987","2024-09-24 17:53:57","2024-09-24 17:53:57","","","","","","","","","","","","","","","","","","","","","","","","","","ACADEMIC libraries; Handbooks; International; Library orientation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFK5R337","journalArticle","2006","Morrissey, Renée; Given, Lisa M.","International Students and the Academic Library: A Case Study","Canadian Journal of Information & Library Sciences","","","","http://search.ebscohost.com/login.aspx?direct=true&db=lxh&AN=34731386&site=ehost-live&scope=site","This paper presents a pilot study that examined the experiences of Chinese graduate students in using the University of Alberta Libraries. The findings outline the challenges faced by students when working in a second language and navigating library technologies, with a focus on the students' information literacy skills. (English) [ABSTRACT FROM AUTHOR]; Cet article présente une étude pilote qui a examiné les expériences des étudiants chinois de 3e cycle qui utilisent les bibliothèques universitaires de l'Université d'Alberta. Les résultats mettent en relief les défis auxquels les étudiants sont confrontés lors de l'utilisation d'une langue seconde et des technologies offertes par les bibliothèques, et s'attardent sur les compétences en culture de l'information des étudiants. (French) [ABSTRACT FROM AUTHOR]; Copyright of Canadian Journal of Information & Library Sciences is the property of University of Toronto Press and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2006-09","2024-09-24 17:53:57","2024-09-24 17:53:57","","221-239","","3","30","","","","","","","","","","","","","","","","","","","","","CASE studies; Library orientation; ACADEMIC libraries – Services to graduate students; BILINGUALISM; FOREIGN students – Services for; Information literacy – Research; INFORMATION science – Research; INTERNATIONAL graduate students; LIBRARY science – Research; RESEARCH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5JLAXBL","book","","author, Loui Lord Nelson; EBSCOhost","Design and deliver : planning and teaching using universal design for learning","","1598573888 (electronic bk.)","","","","","","2024-09-24 17:53:57","2024-09-24 17:53:57","","","1","","","","","","","","","","","","","","","","","","","","","","","Universal design; Children with disabilities–Education; Cognitive styles; Educational Technology; Individualized instruction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PXZ3B9F6","book","2006","Mourdoukoutas, Panos; ebrary, Inc","Business strategy in a semiglobal economy [electronic resource]","","_(ISBN invalid)_0765613417 (hardcover : alk. paper)","","","","Contents: Introduction : the rise of the semiglobal economy – The highly globalized segment – The highly localized segment – Vision – Competitive strategy – Coordination – Communication – Motivation – The future of the semiglobal corporation.","2006","2024-09-24 17:53:57","2024-09-24 17:53:57","","","213","","","","","","","","","","M.E. Sharpe","Armonk, N.Y","","","","","","","","","","","","International; Competition; Globalization; International business enterprises; Strategic Planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CVDP7ZGL","journalArticle","0000","Nolen, David S.","Reforming or Rejecting the Reference Desk: Conflict and Continuity in the Concept of Reference","Library Philosophy & Practice","","","","http://search.ebscohost.com/login.aspx?direct=true&db=lxh&AN=56660127&site=ehost-live&scope=site","The author offers opinions on library reference services. A conflict between advocates of the traditional library reference service provided by librarians and the automation of reference through electronic information resources is acknowledged. Research on library science is cited to support the contention that traditional reference services may have declined due to the creation of new services by librarians in response to technological innovations in information resources and resource management. It is argued that there is no inherent conflict between electronic information resources and the services provided by librarians at traditional reference desks and that in fact the two can complement each other.","0000","2024-09-24 17:53:57","2024-09-24 17:53:57","","1-9","","2","12","","","","","","","","","","","","","","","","","","","","","Management; INFORMATION services; Electronic information resources; Evaluation; LIBRARIES – Automation; Library administration; PUBLIC services (Libraries); REFERENCE librarians; REFERENCE services (Libraries); REFERENCE sources; VERTICAL files (Libraries)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXMMMVRJ","journalArticle","2011","Moon, Nathan W.; Utschig, Tristan T.; Todd, Robert L.; Bozzorg, Ariyana","Evaluation of Programmatic Interventions to Improve Postsecondary STEM Education for Students with Disabilities: Findings from SciTrain University","Journal of Postsecondary Education and Disability","","","","http://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,url,uid&db=eric&AN=EJ966141&site=ehost-live&scope=site","This article discusses the evaluation of programmatic interventions to enhance postsecondary STEM education for students with disabilities. SciTrain University, a federally funded project to provide instructor training on accessible teaching according to universal design principles, is presented here as a case study on evaluation for similar programs. This article highlights the evaluation process, including relevant evaluation questions and selection of indicators, use of a mixed-methods approach, and development of instruments. We give particular attention to the utilization of longitudinal participants in order to document the project's effectiveness. Project evaluators used demographic and performance data, classroom observations, and online journals to determine the efficacy of the training provided to these longitudinal participants. For these three activities, we discuss the development and deployment of instruments and offer some preliminary findings. Finally, the article concludes with a brief discussion of internal project assessment and its role in project refinement. Given a dearth of scholarship on the evaluation of programs to enhance STEM education for students with disabilities, this article seeks to provide some practical insights into the potential for mixed-methods approaches. (Contains 2 tables and 6 figures.)","2011","2024-09-24 17:53:57","2024-09-24 17:53:57","","331-349","","4","24","","","","","","","","","","","","","","","","","","","","","Teaching Methods; Postsecondary education; Access to Education; Evaluation Methods; Accessibility (for Disabled); Disabilities; Educational Indicators; Intervention; Professional Development; Program Evaluation; Related Services (Special Education); Research Design; Research Methodology; Science Course Improvement Projects; STEM Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZEB27KS","journalArticle","2010","Neal, Ruth E.; Ajamie, Lauren F.; Harmon, Karen D.; Kellerby, Carissa D.; Schweikhard, April J.","Peer Education in the Commons: A New Approach to Reference Services","Medical reference services quarterly","","","10.1080/02763869.2010.518931","http://search.ebscohost.com/login.aspx?direct=true&db=lxh&AN=55030051&site=ehost-live&scope=site","In planning for a new library construction project for the University of Oklahoma-Tulsa, graduate students enrolled in the University of Oklahoma (OU) School of Library and Information Studies collaborated in an innovative effort to develop a commons-based reference service. By first considering a philosophical approach to the need for a commons, blending in the experiences of other libraries that have created similar spaces, and focusing on the workflow issues likely to be encountered by the graduate assistants staffing the commons itself, this planning team developed an uncommon peer-to-peer approach to reference and education services, one focused on the patron as student. [ABSTRACT FROM AUTHOR]; Copyright of Medical Reference Services Quarterly is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2010-10","2024-09-24 17:53:57","2024-09-24 17:53:57","","405-413","","4","29","","","","","","","","","","","","","","","","","","","","","College Students; REFERENCE services (Libraries); Graduate assistants; INFORMATION commons; INTERIOR decoration; INTERPROFESSIONAL relations; Library education; library service planning; library space planning; OKLAHOMA; PLANNING – Technique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTFWNDL6","book","2002","Moran, Theodore H.","Beyond sweatshops : foreign direct investment and globalization in developing countries","","0815706162 (cloth : alk. paper)","","","","Contents: Chapter:1_Title:Introduction_Page:1; Contents: Chapter:2_Title:Foreign Direct Investment in Low-Wage, Low-Skill Activities_Page:10; Contents: Chapter:3_Title:Improving the Treatment of Workers at the Bottom by Providing a Path Up from Below_Page:23; Contents: Chapter:4_Title:Core Standards for the Treatment of Workers around the World_Page:46; Contents: Chapter:5_Title:WTO-Based Enforcement of Core Labor Standards_Page:66; Contents: Chapter:6_Title:Voluntary Mechanisms for Improving the Treatment of Workers_Page:85; Contents: Chapter:7_Title:Using Foreign Investment to Shape Host-Country Development_Page:108; Contents: Chapter:8_Title:The Impact of Outward Investment on the Home Economy of the Investor_Page:139; Contents: Chapter:9_Title:A Summing Up_Page:147; Contents: _Title:Notes_Page:167; Contents: _Title:Index_Page:189","2002","2024-09-24 17:53:57","2024-09-24 17:53:57","","","196","","","","","","","","","","Brookings Institution Press","Washington, D.C","","","","","","","","","","","","Economic development; and employment–Developing countries; Foreign; Foreign trade and employment–OECD countries; Foreign–Government policy–Developing countries; Foreign–Moral and ethical aspects–Developing countries; Investments; Manufacturing industries–Developing countries–Employees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q5S6T6N7","journalArticle","2004","Naismith, Rachael","Combining Circulation and Reference Functions at One Desk","Journal of Access Services","","","10.1300/J204v02n03_02","http://search.ebscohost.com/login.aspx?direct=true&db=lxh&AN=15229157&site=ehost-live&scope=site","In order to learn from experiences of academic libraries that combined their Circulation and Reference functions into one service point, an informal survey was conducted through relevant listservs. Some academic libraries have combined Circulation and Reference Departments at one desk and others are in the process of doing so. The results summarize the responses with a discussion of the various models and out- comes. [ABSTRACT FROM AUTHOR]; Copyright of Journal of Access Services is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2004","2024-09-24 17:53:57","2024-09-24 17:53:57","","15-20","","3","2","","","","","","","","","","","","","","","","","","","","","ACADEMIC libraries; REFERENCE sources; circulation; interlibrary loan; INTERLIBRARY loans; Libraries; LIBRARIES – Circulation analysis; Reference services; reserves; SURVEYS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LNUPXCZW","journalArticle","2006","Murgai, Sarla R.","Staffing Needs of the Reference Desk at the University of Tennessee at Chattanooga: A Statistical Approach","Public Services Quarterly","","","10.1300/J295v02n0211","http://search.ebscohost.com/login.aspx?direct=true&db=lxh&AN=23034223&site=ehost-live&scope=site","This study grew out of a need to assess reference desk data and determine two items: the number of questions handled for the last three years and the times when the desk should be double staffed. Analysis of the data by chi-square standardized residuals identified the days of the week, and the times during the day of heavy and light use. Data sort identified the heavy/light use weeks, months, and semesters. Descriptive analysis also established the variability and the range of data. When comparing data from week to week for the random sample years with the data collected by every hour for every day of the week for the non-random sample years, this revealed a very similar pattern. Heavy days, weeks, hours, and months fell into a similar pattern from semester to semester and from year to year. Other academic libraries can follow this model and apply it to their work environment after adjusting for their academic calendar and user behavior. [ABSTRACT FROM AUTHOR]; Copyright of Public Services Quarterly is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2006","2024-09-24 17:53:57","2024-09-24 17:53:57","","167-189","","2","2","","","","","","","","","","","","","","","","","","","","","ACADEMIC libraries; Academic librarians; CHATTANOOGA (Tenn.); HEALTH facilities; INSTITUTION libraries; PUBLIC institutions; Reference desk staffing; Statistics; Tennessee; transaction counts; UNIVERSITY of Tennessee at Chattanooga; Work environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
